ID,GovWin ID,NAME,Portfolio,Capture Lead,Business Unit,Include in Moneyball,Expected RFP Release,i3 Role,Stage,Prime Contractor,Total Value,Our Value,Win Probability,Must Win,Status,Actual RFP Release,Award Date,BD_Sales Lead,Competition Type,Complexity,Contract Type,Contract Vehicle,Contracts POC,Customer Type,Estimated Start Date,Modified By,Moneyball,NAICS,Opportunity Type,Primary Agency,Prime POC,Prime POC Email,Proposal or EWP Due,Proposals POC,RFI or IWP,TA completed,Submission Date,Estimated Completion Date,Contract Period Months,Weighted Value,Solicitation #,Solicitation Date,Technical POC,CPEG,Modified
"786","216153","ARMORED MULTI PURPOSE VEHICLE VIRTUAL TRAINER","TADSS","Zepp, Matt","VTSG","no","3/31/2023","PRIME","NOBID","i3","$1.00","$1.00","10%","No","Responded to RFI in May2022.  Contracting strategy still being deliberated.  No timeline on the RFP at this time.  
Note in DELTEK:  The Contracting Office has informed Deltek that at this time the PM is pursuing contracting through a different agency and that they do not have no other updates. Deanna Phillips is the POC",,"6/1/2023",,"TBD",,,"TBD",,"NB","4/3/2023","tonalea.howell@i3-corps.com",,,"Formal","Army",,,"5/1/2023",,"3/25/2023","Planning",,"4/1/2028","59","$0",,,,"Grow","2023-03-20T14:42:28Z"
"787",,"SMDC OTA/BAA for Regan Test Site Refresh (Possible D3I / TETRAS)","ESI","Mitchell, Ben","SET","no","10/11/2023","PRIME","IDENT","i3","$1.00","$1.00","10%","No","Regular calls with Col Santiago. Dave Browning still in play.",,,,"TBD","Moderate",,"OTA",,"NB","3/15/2024","william.glover@i3-corps.com",,,"Formal","SMDC",,,"11/11/2023",,,"Planning",,"3/15/2026","24","$0",,,,"Create","2023-05-02T15:43:12Z"
"788",,"AFRL OTA","ESI","Mitchell, Ben","SET","no","6/1/2024","PRIME","IDENT","i3","$1.00","$1.00","10%","No","Meeting w/Geremy Kleiser at Novatech site ~2 months from now",,"8/3/2024",,"TBD",,,"OTA",,"NB","12/18/2024","william.glover@i3-corps.com",,,"Formal","Air Force",,,"7/1/2024",,,"Planning",,"12/28/2028","48","$0",,,,"Create","2023-05-16T15:30:59Z"
"789","216557","Network Operations and Security Center IT Support Services","CREWS","TBD","ITCE","no","3/1/2025","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","10/1/2025","william.glover@i3-corps.com",,,,"Air Force",,,"4/1/2025",,,"Planning",,"10/1/2030","60","$0",,,,"Grow","2023-06-05T16:03:23Z"
"790","207885","MISSION TRAINING COMPLEX CAPABILITIES SUPPORT (MTCCS II)","Orlando","Grady, Stephen","ITFS","no","10/21/2022","SUB","NOBID","Gemini","$1.00","$1.00","10%","No","10/19/22:  Proposal Kick-off 27OCT 1500hrs
9/28/22:  Partner with Gemini - Small.  Capability Matrix Complete  
Total Contract Value:  $975M",,,"andrew.duus@i3-corps.com","SBSA",,,"STANDALONE",,"NB","5/1/2023","william.glover@i3-corps.com",,"541990","Formal","Army",,,"11/21/2022",,,"Planning",,"5/1/2028","60","$0",,,,"Grow","2023-04-28T14:47:02Z"
"791",,"TAFT - UAE","ESI","Culver, Lance","AELS","no","6/6/2024","PRIME","IDENT","i3","$1.00","$1.00","15%","No","Early discussion with UAE. Draft PWS sent but no comments received to date.  Working communications through ESAMD and Embassy (LTC Hu, attache office)

The UAE are weighing their many options and not discussing outside their own government.  LC believes that if we can nail down one foreign contract to show our capability we will be able to move this opp.

Setting up meeting with UAE Commanders during AAAA in Nashville to discuss future path forward.",,,"lance.culver@i3-corps.com","TBD",,"CPFF","IDIQ (Multiple Award)",,"NB","11/16/2025","lance.culver@i3-corps.com",,"61152","Formal","Army",,,"9/22/2024",,,"Planning",,"11/15/2030","59","$0",,,,"Create","2023-02-22T13:30:05Z"
"792","202708","NSC AR/VR CONNECTED MAINTENANCE TRAINING","TADSS","Rehome, Paul","VTSG","no","2/24/2022","PRIME","INACTIVE","i3","$2,200,000.00","$2,200,000.00","1%","No","1/30/23: Customer radio silence, moved to inactive.
7/28 - Contacted NSC Consortium Management (Virginia Shupe) to check status.   Tinker AFB has not made a determination yet, still evaluating.

Proposal submitted APR 7.","2/24/2022","2/13/2023",,"F&O","Moderate","CPFF","OTA",,"NB","2/13/2023","ronald.steeg@i3-corps.com",,,"Formal","Air Force",,,"4/8/2022",,,"Planning","4/7/2022","12/18/2023","10","$22,000",,,,"Expand","2023-01-30T20:39:06Z"
"793",,"MTEC Health App","ESI","Rabb, Kelly","AELS","no","3/11/2022","PRIME","PROPSUB","i3","$470,000.00","$470,000.00","20%","No","White paper was selected - in the basket. Jay W. takes over this Org in April.",,,,"F&O","Moderate","CPFF","OTA",,"NB","5/1/2023","kelly.rabb@i3-corps.com",,"541715","Formal","Army",,,"4/11/2022",,,"Planning","4/10/2022","7/20/2024","14","$94,000",,,,"Create","2023-04-05T19:49:48Z"
"794",,"NSTXL Tactical Edge - 5G","ESI","Rabb, Kelly","AELS","no","3/29/2022","PRIME","NOBID","i3","$15,000,000.00","$2,500,000.00","20%","No","In Red team review",,,,"F&O","Moderate","CPFF","OTA",,"NB","8/10/2022","william.glover@i3-corps.com",,"541715",,"Air Force",,,"4/29/2022",,,"Planning",,"8/10/2024","24","$500,000",,,,"Create","2023-04-28T14:47:05Z"
"795",,"myNavy HR","ESI","Rabb, Kelly","AELS","no","1/25/2023","PRIME","INACTIVE","i3","$20,000,000.00","$20,000,000.00","20%","No","Customer is still trying to source phase 1. Reached out via email to customer no answer. Working with Bronson to see if Draft RFP is out. ",,,,"TBD","Difficult","CPFF","OTA",,"NB","4/15/2023","william.glover@i3-corps.com",,,,"Navy",,,"2/25/2023",,,"Planning",,"4/15/2028","60","$4,000,000",,,,"Create","2023-04-28T14:39:12Z"
"796",,"SUAS & ET - Small Unmanned Aircraft Systems (UAS) and Enabling Technologies","ESI","Willis, Rob","AELS","no","5/6/2022","SUB","LOST","Sabre Systems","$15,000,000.00","$3,750,000.00","10%","No","AIS JV, Sabre is lead.
Loss notification on 12/23/22.  NSI was the awardee at $11.789M","5/6/2022","12/23/2022","hannis.watts@i3-corps.com","SBSA",,"CPFF","IAC MAC",,"NB","12/15/2022","william.glover@i3-corps.com",,"541715",,"Navy",,,"6/17/2022",,,"Yes","6/17/2022","12/15/2027","60","$375,000",,,,"Expand","2023-04-28T14:52:07Z"
"798","N/A","2022P-01 DEVCOM AvMC Programmatic (EXPRESS)","CORP","Watts, Rick","CORP","yes","11/17/2022","SUB","PROPSUB","IRTC","$200,000,000.00","$1,000,000.00","35%","No","NDA/TA complete.  IRTC is incumbent Prime.
Roark Washington is capture lead. Works for Alan Segrest. ","11/17/2022",,"hannis.watts@i3-corps.com","F&O","Straightforward","T&M","EXPRESS","david.marck@i3services.onmicrosoft.com","NB","3/15/2023","hannis.watts@i3-corps.com",,"541611","Formal","Army","Lorena Mendez (Proposal Specialist)","lorena.mendez@irtc-hq.com","1/17/2023","rachel.paris@i3-corps.com",,"Yes","1/17/2023","3/15/2028","60","$350,000","2022P-01","11/17/2022","sam.trupiano@i3-corps.com","Protect","2023-01-29T17:18:06Z"
"799",,"JSOC C5ISR Modernization","CREWS","Trupiano, Sam","ITCE","no","10/2/2022","SUB","PROPSUB","BAE","$521,992,390.00","$5,000,000.00","20%","No","Sub to BAE. Cyber and Training. Final rates data call due 9/29, then sealed package submission to government. Rachel sent a Proposal Validity Extension email to BAE on 4/28/2023. Our proposal validity period is extended to 30 August 2023. ",,,"hannis.watts@i3-corps.com","F&O","Difficult","CPFF","IAC MAC","david.marck@i3services.onmicrosoft.com","NB","8/30/2023","david.king@i3-corps.com",,"541715","Formal","Army","Jennifer Norred ","jennifer.norred@baesystems.com","10/31/2022","rachel.paris@i3-corps.com",,"Planning","10/31/2022","3/15/2028","54","$1,000,000","P1-21-2309","8/7/2022","sam.trupiano@i3-corps.com","Grow","2023-06-28T18:40:54Z"
"800","152611","AEDC - Test Operations and Sustainment (TOS II)","SMS","Wilson, Michael","GTFD","yes","5/18/2023","SUB","NOBID","TBD","$2,240,062,000.00","$1.00","20%","No","Battelle is no longer pursuing as a Prime and are still looking at how they will or won't move forward. Jacobs has not responded but word is they are looking to go alone. I had brief conversations with ERC that haven't gone very far, and nothing from NAS. 
The notional TOS II acquisition schedule is as follows:
*Draft RFP - February 2023
*OCI Multi-Step Process - February - May 2023
*Final RFP - May 2023
*Award date - March 2024
*Contract Start Date - July 1, 2024",,,"nathan.mcgee@i3-corps.com","F&O",,,"STANDALONE","kimberly.green@i3-corps.com","NB","7/1/2024","henry.tylicki@i3-corps.com",,"541330","Formal","DOD",,,"7/5/2023","rachel.paris@i3-corps.com",,"Planning",,"7/1/2034","120","$0","FA910122RB001",,,"Grow","2023-05-24T22:04:08Z"
"801",,"Qatar MAT (New Sustainment Case)","ESI","Culver, Lance","AELS","yes","8/1/2023","PRIME","CAPTURE","i3","$95,000,000.00","$95,000,000.00","30%","No","The QAF maintenance leadership is shifting their strategy.  Boeing in on the outs with QAF and they want them gone, due to F15 deficiencies. QAF is looking for one contractor to PRIME maintenance for all Air Force aircraft.  LC is currently working to shape that direction to i3s benefit. 

QAF preparing for deployment to Turkey.  Comms is difficult.

C5ISR has agreed to house the contract if we get the LOR rturned to us.",,"3/4/2024","lance.culver@i3-corps.com","Sole Source","Difficult","CPFF","STANDALONE",,"NB","7/2/2024","lance.culver@i3-corps.com",,"61152","Formal","Army",,,"11/1/2023",,"4/5/2022","Planning",,"1/1/2030","65","$28,500,000",,,,"Create","2023-05-30T19:41:48Z"
"802",,"Qatar TAFT (New Sustainment Case)","ESI","Culver, Lance","AELS","yes","8/1/2023","PRIME","CAPTURE","i3","$60,000,000.00","$60,000,000.00","30%","No","The QAF maintenance leadership is shifting their strategy.  Boeing in on the outs with QAF and they want them gone, due to F15 deficiencies. QAF is looking for one contractor to PRIME maintenance for all Air Force aircraft.  LC is currently working to shape that direction to i3s benefit. 

QAF is preparing for deployment to Turkey, comms has been difficult.",,"3/4/2024","lance.culver@i3-corps.com","Sole Source","Difficult","CPFF","IDIQ (Multiple Award)",,"NB","7/2/2024","lance.culver@i3-corps.com",,"61152","Formal","Army",,,"11/1/2023",,"4/5/2022","Planning",,"1/1/2030","65","$18,000,000",,,,"Create","2023-05-30T19:42:09Z"
"804","210970","B30 ELECTRONIC WARFARE AND SPECTRUM OPERATIONS EWSO (SEAPORT NXG)","CREWS","TBD","ITCE","no","5/1/2027","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","12/1/2027","william.glover@i3-corps.com",,,,"Navy",,,"6/1/2027",,,"Planning",,"12/1/2032","60","$0",,,,"Grow","2023-06-05T15:56:09Z"
"805","216334","2022 ERDC BAA","CREWS","Hess, Matthew","ITCE","no","7/1/2022","PRIME","PROPSUB","i3","$16,100,000.00","$16,100,000.00","10%","No",,,,,"F&O",,,"BAA",,"NB","1/1/2023","david.king@i3-corps.com",,,"Formal","Army",,,"8/1/2022",,,"Planning","6/24/2022","1/1/2028","60","$1,610,000",,,,"Create","2023-06-28T18:39:54Z"
"806","14171088","DIAMNDSS III","ESI","Mitchell, Ben","SET","no","6/30/2022","SUB","PROPSUB","SAIC","$185,000,000.00","$1.00","90%","No",,,,,"F&O","Moderate","CPFF","D3I",,"RC - RFQ","9/2/2022","william.glover@i3-corps.com",,"541715",,"Army",,,"7/30/2022",,,"Planning","7/13/2022","9/2/2027","60","$1",,,,"Protect","2023-04-28T14:50:10Z"
"808","216402","Navy Information Warfare - LVC Training and Support","TADSS","TBD","HST","no","1/1/2027","TBD","IDENT","TBD","$1.00","$1.00","10%","No","""provide Information Warfare training subject matter expertise, operations management, instructional, and curriculum and scenario development""
Prime: Cognetic Technologies",,,,"TBD",,,,,"NB","8/1/2027","william.glover@i3-corps.com",,"541330",,"Navy",,,"2/1/2027",,,"Planning",,"8/1/2033","72","$0",,,,"Grow","2023-02-12T18:38:55Z"
"810","187698","INTELLIGENCE AND ELECTRONIC WARFARE TACTICAL PROFICIENCY TRAINER INCREMENT II (IEWTPT INC II)","TADSS","Grady, Stephen","HST","no","2/1/2023","SUB","PROPSUB","Cole Engineering","$169,000,000.00","$10,000,000.00","10%","No","3/22/23:  CESI received word of ENs; awaiting official word from the USG
10/17/22:  Submitted by Cole Engineering on 17OCT22
MAR 23: USG issued DRAFT ENs, i3 to assist.
15 JUN: CESI hasn't recv'd ""official"" ENs","9/20/2022",,,"F&O",,,"STANDALONE","jennifer.stanley@i3-corps.com","NB","2/28/2023","doug.brockhard@i3-corps.com",,"541511","Formal","Army","Ken Redd","Ken.Redd@cesicorp.com","3/31/2023","rachel.paris@i3-corps.com",,"Yes","10/17/2022","9/30/2032","115","$1,000,000","W58SNF-22-R-0005","9/15/2022","tonalea.howell@i3-corps.com","Grow","2023-06-15T14:13:39Z"
"811","187705","Battle Command Training Equipment (BCTE)","Orlando","Grady, Stephen","HST","no","3/31/2023","SUB","NOBID","JiraCorp","$250,000,000.00","$1.00","1%","No","1/5/23: Draft solicitation released; posted on GovWin

Teaming discussions w/ JIRACOR (Prime).  
9/13/22:  PALT charts said to expect Draft RFP posted 1Q FY23
01/05:  Awaiting DRFP for LPTA determination",,"12/1/2023",,"SBSA",,,"STANDALONE",,"NB","2/1/2024","william.glover@i3-corps.com",,"	541519","Formal","Army",,,"4/28/2023",,,"Planning",,"3/4/2024","1","$0",,,,"Grow","2023-06-05T15:37:37Z"
"816","N/A","APACHE FSXXI (FLIGHT SCHOOL 21)","TADSS","Jones, Emily","VTSG","no","6/19/2023","SUB","INACTIVE","SAIC","$8,000,000.00","$5,000,000.00","50%","No","2/14/23: Opportunity on hold; customer reports that they are in negotiations with AH-64 OEM. Matt Zepp will follow up on ~3/15.
Incoming customer request for ROM under some current contract vehicle. 
3/6/23: Effort still on hold.",,"12/4/2023",,"TBD","Straightforward","T&M","S3I HWIL Aviation",,"NB","7/3/2023","ronald.steeg@i3-corps.com",,,"Organic","Army",,,"9/4/2023",,"8/1/2022","Planning",,"7/7/2025","24","$2,500,000",,,,"Expand","2023-03-06T22:25:39Z"
"817",,"AEDC Arc Heated Test Facility Exhaust System / Green Field","SMS","Wilson, Michael","GTFD","yes","10/13/2023","SUB","CAPTURE","TBD","$1.00","$1.00","5%","No","RFI Release 5/11/22, RFP and start TBD.  I combined this with %23693.",,,,"TBD",,,"STANDALONE",,"NB","4/1/2024","william.glover@i3-corps.com",,,"Formal","Air Force",,,"11/13/2023",,"6/13/2022","Planning",,"4/1/2029","60","$0",,,,"Create","2023-07-12T14:29:52Z"
"818","201685","MH60 RS SYSTEM CONCURRENCY AND AIR WING INTEGRATION (SCAI)","Orlando","McGee, Nathan","HST","yes","9/23/2023","PRIME","CAPTURE","i3","$98,000,000.00","$98,000,000.00","20%","Yes","5/5/23: Draft RFP was released; attended Industry Day with questions; submitted questions; need for PP requirements to be relaxed and SIL requirement to be reconsidered
3/22/23:  Draft RFP scheduled to be released 3/31/23; Final RFP expected 7/23
3/1/23: Industry Day - San Diego 18-19 APR.  TA working for AVT, St. M. (Thanks Nathan!!)  
1/19/23: Met with AVT/St. Moritz (sub) in Orlando.  AVT brings Naval Aviation expertise. Expected DRAFT RFP in MAR 23.   
12/19/22: According to the NAVAIR Training & Simulation Industry Symposium presentation, published in December 2022, the Contracting Office anticipates the Solicitation for this requirement to be released in Q4 FY'2023, with an award anticipated for some time in Q3 FY'2024.
The Draft RFP will be issued in January 2023
12/1/22 - I/ITSEC engagement with First Light indicated that NAWCTSD might not be pleased with J.F. Taylor.  Will wait and see shaping in Solicitation to determine favored partner
10/25/22 - Preference: Partner with JF Taylor.  Alternative:  Partner with First Light (AVT / St. Moritz Engineering)
9/19/22 - The Contracting Office has confirmed that the Draft RFP will now be issued in January 2023. Information on the Final RFP will be included within the Draft RFP at that time.
6/28/22:  Sources Sought response submitted  


",,,"nathan.mcgee@i3-corps.com","SBSA","Moderate","FFP","STANDALONE",,"NB","3/1/2024","nathan.mcgee@i3-corps.com",,"	 333318","Formal","Navy",,,"10/23/2023",,"6/29/2022","Planning",,"3/1/2029","60","$19,600,000",,,,"Grow","2023-06-26T12:43:32Z"
"819","220625","ALLIANT 3","CREWS","Garstang, Brian","ITCE","yes","6/14/2023","PRIME","CAPTURE","i3","$1.00","$1.00","10%","No","DRFP released 10/19/2022",,,"brian.garstang@i3-corps.com","F&O","Difficult",,"ALLIANT III",,"NB","2/1/2025","william.glover@i3-corps.com",,"541512","Formal","GSA",,,"7/14/2023",,,"Planning",,"2/1/2030","60","$0",,,,"Grow","2023-02-12T18:43:55Z"
"820",,"PM AEROS VIE (IAC MAC re-compete)","TADSS","Reddoch, Jeremy","HST","yes","11/1/2023","PRIME","CANCEL","i3","$13,500,000.00","$13,500,000.00","90%","Yes","Recompete of ID%23 451 (IAC MAC %23 P2-20-2115)
Mike Corrello, DpM AEROS, at i3 on 12 JUL 22. 
- PM AEROS NOT GOING TO RECOMPETE due to issues w/ DTIC",,,,"SBSA","Straightforward","CPFF","IAC MAC",,"RC","6/15/2023","doug.brockhard@i3-corps.com",,"541715","Organic","Army",,,"1/15/2024",,,"Planning",,"6/15/2025","24","$12,150,000",,,,"Protect","2023-06-15T15:47:55Z"
"821","13488849","AvMC S3I Mission Assurance - EXPRESS TO","CREWS","Garstang, Brian","ITCE","yes","7/15/2024","PRIME","QUAL","i3","$250,000,000.00","$250,000,000.00","10%","No","Bronson:   TO due to expire Feb 2023, but has options to extend through December 2025.",,,"brian.garstang@i3-corps.com","F&O",,,"EXPRESS",,"NB","7/1/2025","hannis.watts@i3-corps.com",,,"Formal","Army",,,"8/15/2024",,,"Planning",,"7/1/2030","60","$25,000,000",,,,"Grow","2023-03-31T14:52:59Z"
"822","3197501","Mission Training Complex Capabilities Support","TADSS","Grady, Stephen","ITFS","no","6/22/2022","SUB","INACTIVE","TBD","$950,000,000.00","$1.00","30%","No","Meeting with Valient to be added to their team",,,,"F&O",,"CPFF","IDIQ (Multiple Award)",,"NB","12/1/2022","william.glover@i3-corps.com",,"541990",,"Army",,,"11/22/2022",,,"Planning",,"12/1/2027","60","$0",,,,"Grow","2023-04-28T14:39:14Z"
"823","220761","MODEL BASED SYSTEMS ENGINEERING","TADSS","Bower, Matt","VTSG","no","12/1/2022","PRIME","CANCEL","i3","$1.00","$1.00","10%","No",,,,,"TBD",,,,,"NB","7/1/2023","william.glover@i3-corps.com",,,,"Air Force",,,"1/1/2023",,,"Planning",,"7/1/2028","60","$0",,,,"Grow","2023-04-28T14:34:16Z"
"824","10261420","TDD Propulsion and Structures Prime","ESI","Mitchell, Ben","SET","no","6/1/2023","PRIME","CANCEL","i3","$14,000,000.00","$14,000,000.00","10%","No","Looking at different approach strategies.  Jay Lilley to investigate the recompete timeline.",,,,"F&O",,,"EXPRESS",,"NB","1/1/2024","william.glover@i3-corps.com",,,"Formal","Army",,,"7/1/2023",,"10/3/2022","Planning",,"1/1/2029","60","$1,400,000",,,,"Grow","2023-06-05T15:04:11Z"
"825","194425","CYBERSECURITY AND PRIVACY ENTERPRISE SOLUTIONS AND SERVICES (CYPRESS)","CREWS","TBD","ITCE","no","9/1/2029","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","10/1/2030","william.glover@i3-corps.com",,,,"NASA",,,"10/1/2029",,,"Planning",,"10/1/2037","84","$0",,,,"Grow","2023-06-05T15:42:08Z"
"826","202513","INTRODUCTORY FLIGHT TRAINING ROTARY WING (IFT-R)","TADSS","Zepp, Matt","ITFS","no","9/14/2022","SUB","NOBID","Aery Aviation","$1.00","$1.00","10%","No","8/31/22:  Andy Duus was informed by partner, FSI-Defense, Rodolfo Arellana, via email that FSI-Defense would NO BID this effort.  ",,"3/1/2023",,"F&O",,,,,"NB","3/1/2023","william.glover@i3-corps.com",,,,"Air Force",,,"10/15/2022",,,"Planning",,"3/1/2028","60","$0",,,,"Grow","2023-04-28T14:47:08Z"
"827",,"Skyrange HALAS (Organic Growth)","SMS","Tylicki, Randy","SkyRange","no","8/15/2022","PRIME","INACTIVE","i3","$1.00","$1.00","10%","No",,,"11/15/2022",,"TBD",,,"OTA",,"RC - RFQ","12/1/2022","daniel.robertson@i3-corps.com",,,"Organic","Air Force",,,"10/3/2022",,,"Planning",,"3/1/2024","15","$0",,,,"Expand","2023-04-13T18:26:45Z"
"828",,"Stratolaunch (Organic Growth)","SMS","Willis, Rob","SkyRange","no","6/10/2022","PRIME","WON","i3","$5,000,000.00","$1.00","90%","No",,,"9/1/2022",,"TBD",,,"OTA",,"RC - RFQ","10/7/2022","william.glover@i3-corps.com",,,,"Air Force",,,"8/1/2022",,,"Planning",,"7/10/2023","9","$1",,,,"Protect","2023-04-28T14:50:11Z"
"829",,"Grand Sky (Organic Growth)","SMS","Willis, Rob","SkyRange","no","6/6/2022","PRIME","WON","i3","$1,900,000.00","$1,900,000.00","100%","No",,,,,"TBD",,,,,"RC - RFQ","9/2/2022","william.glover@i3-corps.com",,,,"Air Force",,,"9/9/2022",,,"Planning",,"3/1/2026","41","$1,900,000",,,,"Protect","2023-04-28T14:50:11Z"
"830","221004","Engineering Development Integration & Sustainment (EDIS)","CREWS","King, David","ITCE","no","11/1/2024","SUB","IDENT","TBD","$655,000,000.00","$1.00","1%","No",,,,,"TBD",,,,,"NB","6/1/2025","william.glover@i3-corps.com",,,,"Space Force",,,"12/1/2024",,,"Planning",,"6/1/2030","60","$0",,,,"Grow","2023-02-12T18:50:14Z"
"831",,"Grand Sky (Organic Growth)","SMS","Tylicki, Randy","SkyRange","no","1/1/2023","TBD","INACTIVE","TBD","$1.00","$1.00","10%","No","Bronson entered this opportunity as part of Draft Room meetings.",,,,"TBD",,,,,"NB","8/1/2023","william.glover@i3-corps.com",,,,"DOD",,,"2/1/2023",,,"Planning",,"8/1/2028","60","$0",,,,"Expand","2023-04-28T14:39:16Z"
"832",,"NAVAIR PMRF ","SMS","Willis, Rob","SkyRange","no","9/1/2022","PRIME","CANCEL","i3","$1.00","$1.00","20%","No",,,,,"TBD",,"FFP",,,"NB","3/22/2023","william.glover@i3-corps.com",,,,"Air Force",,,"9/30/2022",,"3/21/2022","Planning",,"3/22/2028","60","$0",,,,"Expand","2023-04-28T14:34:13Z"
"833","221148","Electromagnetic Spectrum Operations EMSO SUPERIORITY","CREWS","TBD","NRL","no","5/1/2026","TBD","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"TBD",,,,,"NB","12/1/2026","william.glover@i3-corps.com",,,,"DOD",,,"6/1/2026",,,"Planning",,"12/1/2031","60","$0",,,,"Grow","2023-02-12T18:38:55Z"
"834",,"DE M-SHORAD (Virtual Crew Trainer) -Inc 2","TADSS","Brockhard, Doug","HST","no","3/1/2023","SUB","CANCEL","Kord Technologies Inc","$340,000.00","$340,000.00","90%","No","27 SEP 22 - VCTOS will not be included in CLS/Inc 2 for Kord.  Inc 1 PoP extended thru MAR 23, Final delivery of Inc 1 is o/a 17 NOV 22 w/ additional funding ~$340k to allow for ""reach back / on call"" support thru fielding. 
 
Inc 2 funding expected MAR 23.   Moved later due to GAP FUNDING to cover SEP 22-MAR 23. ",,,,"TBD",,,"STANDALONE",,"RC - RFQ","4/3/2023","william.glover@i3-corps.com",,,"Organic","Army",,,"9/5/2022",,,"Planning","9/5/2022","10/13/2024","18","$306,000",,,,"Grow","2023-04-28T14:28:39Z"
"835","209190","ARMY MODERNIZATION PRIORITIES","CORP","Watts, Rick","CORP","no","8/1/2026","TBD","INACTIVE","TBD","$1.00","$1.00","10%","No",,,,,"Both",,,,,"NB","1/1/2027","william.glover@i3-corps.com",,,,"Army",,,"9/1/2026",,,"Planning",,"1/1/2032","60","$0",,,,"Grow","2023-06-05T15:53:07Z"
"836","221377","AIR FORCE MODELING AND SIMULATION SUPPORT SERVICES 3 (AFMS3)","TADSS","Brockhard, Doug","HST","no","1/2/2025","TBD","IDENT","TBD","$1.00","$1.00","10%","No","SAIC Prime. Deltek currently projects a Solicitation release in early Q2 FY2025. ",,,,"F&O",,,"OASIS",,"NB","8/1/2025","william.glover@i3-corps.com",,"541330",,"Air Force",,,"3/3/2025",,,"Planning",,"8/1/2030","60","$0",,,,"Grow","2023-06-05T18:08:09Z"
"837","3316395","D3I IDIQ (consolidation)","CORP","Rinna, Lee","CORP","no","6/1/2023","PRIME","NOBID","i3","$2,200,000,000.00","$1.00","10%","No","RFI submitted April 2022",,,"hannis.watts@i3-corps.com","SBSA",,"CPFF","IDIQ (Multiple Award)",,"NB","1/1/2024","hannis.watts@i3-corps.com",,"541715",,"Army",,,"7/1/2023",,"4/10/2022","Planning",,"1/1/2029","60","$0",,,,"Grow","2023-06-11T14:28:41Z"
"838","213235","ACCELERATING VA INNOVATION AND LEARNING (AVAIL)","CORP","Watts, Rick","CORP","no","5/16/2027","PRIME","IDENT","i3","$650,000,000.00","$1.00","20%","No",,,,"hannis.watts@i3-corps.com","F&O","Difficult","T&M","IDIQ",,"NB","9/15/2027","william.glover@i3-corps.com",,"541715",,"Veterans Affairs",,,"6/30/2027",,"11/24/2026","Planning",,"9/15/2032","60","$0",,,,"Grow","2023-02-12T18:50:14Z"
"839","213307","SSA CYBERSECURITY AND RISK MANAGEMENT SERVICES","CREWS","TBD","ITCE","no","3/1/2024","PRIME","IDENT","i3","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","11/1/2024","william.glover@i3-corps.com",,,,"Other",,,"4/1/2024",,,"Planning",,"11/1/2029","60","$0",,,,"Grow","2023-06-05T15:59:09Z"
"840","182273","ENTERPRISE HOSTING SUPPORT SERVICES","CREWS","TBD","ITCE","no","6/1/2023","SUB","NOBID","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,"TBD",,"NB","1/1/2024","william.glover@i3-corps.com",,,"Formal","Navy",,,"7/1/2023",,,"Planning",,"1/1/2029","60","$0",,,,"Grow","2023-06-05T15:34:54Z"
"841","219553","CYBERSECURITY NETWORK OPERATIONSMAINTENANCE OF INFORMATION TECHNOLOGY SUPPORT FOR USACISAP","CREWS","TBD","ITCE","no","9/1/2024","SUB","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","3/1/2025","william.glover@i3-corps.com",,,,"Army",,,"10/1/2024",,,"Planning",,"3/1/2030","60","$0",,,,"Grow","2023-06-05T16:04:17Z"
"842","195428","CYBERSECURITY CRYPTOGRAPHIC MODERNIZATION AND KEY MANAGEMENT ENGINEERING SERVICES","CREWS","TBD","ITCE","no","10/1/2023","SUB","INACTIVE","TBD","$1.00","$1.00","10%","No",,,,,"TBD",,,"TBD",,"NB","2/1/2024","william.glover@i3-corps.com",,,"Formal","Navy",,,"11/1/2023",,,"Planning",,"2/1/2029","60","$0",,,,"Grow","2023-03-07T17:13:36Z"
"843","219549","J6 COMBINED IT SUPPORT SERVICES","CREWS","TBD","ITCE","no","4/1/2025","SUB","IDENT","TBD","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","11/1/2025","william.glover@i3-corps.com",,,,"Army",,,"5/1/2025",,,"Planning",,"11/1/2030","60","$0",,,,"Grow","2023-06-05T16:04:07Z"
"844","166731","INFORMATION TECHNOLOGY TECHNICAL SUPPORT SERVICES FOR THE DEPUTY CHIEF OF NAVAL OPERATIONS","CREWS","TBD","ITCE","no","2/1/2024","PRIME","IDENT","i3","$1.00","$1.00","10%","No",,,,,"F&O",,,,,"NB","9/7/2024","william.glover@i3-corps.com",,,,"Navy",,,"3/1/2024",,,"Planning",,"9/7/2029","60","$0",,,,"Grow","2023-06-05T15:28:22Z"
